0.387582	1.51033
0.51204	1.05985
0.649694	1.00164
0.865518	0.913456
0.46409	1.11348
0.932764	0.910854
0.420693	1.21898
0.781599	0.974893
0.465104	1.13128
0.361616	1.68686
1.0274	0.884446
0.775518	0.969552
0.510648	1.07087
0.387805	1.37813
0.665373	1.01102
0.759854	0.986355
0.549301	1.03695
0.411785	1.32882
0.51175	1.0763
0.883623	0.933059
0.354357	1.79033
0.956204	0.917063
0.392645	1.43935
0.435838	1.22577
0.352606	1.77613
0.595795	1.02082
0.382447	1.50909
0.922476	0.907609
0.714514	0.995405
0.401896	1.365
0.583508	1.032
0.826049	0.942013
0.376641	1.64269
0.401655	1.36561
0.379223	1.58715
0.447617	1.14792
1.21645	0.564209
1.07702	0.78993
0.436362	1.1875
0.600171	1.01362
0.574499	1.04046
1.21723	0.640054
0.846599	0.959083
0.641084	1.00307
0.503919	1.0902
0.403701	1.40858
0.520955	1.0662
1.25327	0.512539
0.357572	1.77816
0.39644	1.36227
0.390512	1.46505
1.05761	0.864662
0.45533	1.15055
0.827961	0.948227
1.28789	0.503171
0.398288	1.38757
0.417097	1.2841
1.0675	0.780693
0.372862	1.71663
0.825563	0.964301
1.11779	0.807825
1.28715	0.33248
0.451788	1.1353
0.364073	1.63983
0.558681	1.02159
0.393889	1.47134
0.524086	1.0451
0.495411	1.09283
0.632962	1.02332
0.398606	1.41066
0.37773	1.52824
0.535253	1.04376
0.616309	1.01344
0.732513	0.981183
0.43564	1.17185
0.892391	0.915768
0.482157	1.10585
0.362761	1.77996
0.72571	0.986436
0.439559	1.18983
0.893901	0.905653
1.1239	0.755547
0.805821	0.954301
0.416315	1.27545
0.535591	1.07168
0.565962	1.015
0.378815	1.68887
0.623602	1.00661
0.402548	1.33463
1.33119	0.510565
0.358988	1.80761
0.667918	1.00728
0.367926	1.71652
1.18023	0.71683
0.588647	1.02605
0.559332	1.04606
0.480458	1.1272
0.97926	0.87054
0.864141	0.953787
0.363337	1.64576
0.425361	1.23668
0.449554	1.16401
0.36882	1.57495
0.693069	0.998112
0.393319	1.53482
0.50389	1.08079
0.94183	0.871638
0.396447	1.41751
0.670083	1.01721
0.508697	1.0755
0.98426	0.879582
0.426498	1.23668
0.791337	0.954063
0.452823	1.19972
0.402483	1.38796
0.383917	1.52647
0.538627	1.04948
1.04352	0.83848
0.422487	1.28794
0.608183	1.03323
0.401055	1.3829
0.571224	1.03147
1.0342	0.841272
1.21165	0.665547
0.366724	1.63144
0.447831	1.14974
1.06595	0.779728
0.840178	0.931138
0.426035	1.28425
0.49549	1.06554
0.646789	1.01065
0.380245	1.47938
0.357644	1.77574
1.25239	0.554557
0.612543	1.03428
0.370031	1.60451
0.577567	1.04558
0.544072	1.04953
0.380801	1.58522
1.20808	0.591343
0.451083	1.16624
0.909391	0.897188
0.356876	1.74985
0.483888	1.09008
0.442313	1.22753
0.920226	0.908157
0.489059	1.10055
0.35728	1.74853
0.712131	0.995203
0.611384	1.02061
0.378905	1.58747
0.578556	1.02107
0.422854	1.30262
0.390947	1.42804
0.654748	1.01403
0.869398	0.94404
0.435018	1.20794
0.765766	0.952031
0.690297	0.998151
0.363385	1.6986
0.549529	1.04499
0.375467	1.59214
0.411738	1.32042
1.17843	0.782879
0.364602	1.72446
0.467014	1.10495
0.950339	0.907572
0.370648	1.56554
0.777736	0.974466
1.01207	0.864452
0.384859	1.50777
0.39812	1.46511
0.664514	1.01735
0.431164	1.22457
0.677954	1.00161
0.349352	1.74487
0.515648	1.06618
0.391593	1.42419
0.874098	0.96012
0.927544	0.90369
0.439871	1.17145
0.466769	1.13427
0.363177	1.69306
0.418893	1.32059
1.01313	0.88777
0.844567	0.94164
0.665465	0.994101
